og:title,title,Product URL,ogUrl,og:url,msapplication-TileImage,article:modified_time,wwp,twitter:data1,og:description,favicon,og:site_name,language,og:locale,Description,twitter:label1,google-site-verification,ogLocale,Image URL,SKU,statusCode,color-scheme,sourceURL,ogImage,referrer,ogTitle,og:image,og:image:width,ogDescription,modifiedTime,twitter:card,og:image:type,og:image:height,Price,scrapeId,viewport,og:type,robots,Name,generator,ogSiteName,proxyUsed,url
Brace Cylinder Arm - Australia's Top Rated Garage Door Parts Company,Brace Cylinder Arm - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/brace-cylinder-arm/,https://ausgaragedoorparts.com.au/product/brace-cylinder-arm/,https://ausgaragedoorparts.com.au/product/brace-cylinder-arm/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:40:37+00:00,yes,,The brace cylinder arm houses the plunger arm and compression spring,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$13.00

The brace cylinder arm houses the plunger arm and compression spring

Brace Cylinder Arm quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Brace-Cylinder-Arm.jpg,,200,,https://ausgaragedoorparts.com.au/product/brace-cylinder-arm/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Brace-Cylinder-Arm.jpg,"['origin', 'origin']",Brace Cylinder Arm - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Brace-Cylinder-Arm.jpg,437,The brace cylinder arm houses the plunger arm and compression spring,2024-07-17T00:40:37+00:00,summary_large_image,image/jpeg,325,13.00,f349ccf9-e656-4f9b-8f3b-b31c74d3dcea,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Brace Cylinder Arm,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/brace-cylinder-arm/
Cable Ferrules - 24 Pack - Australia's Top Rated Garage Door Parts Company,Cable Ferrules - 24 Pack - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/cable-ferrules-24-pack/,https://ausgaragedoorparts.com.au/product/cable-ferrules-24-pack/,https://ausgaragedoorparts.com.au/product/cable-ferrules-24-pack/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:45:41+00:00,yes,,Pack of 24 Nickel/Copper Ferrules suitable for 3.2mm cable Available in bags of all hourglass or mixed 50/50 hourglass and single  ,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$32.00

**Pack of 24 Nickel/Copper Ferrules suitable for 3.2mm cable**

Available in bags of all hourglass or mixed 50/50 hourglass and single

Cable Ferrules - 24 Pack quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Ferrules-Mixed.jpg,,200,,https://ausgaragedoorparts.com.au/product/cable-ferrules-24-pack/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Ferrules-Mixed.jpg,"['origin', 'origin']",Cable Ferrules - 24 Pack - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Ferrules-Mixed.jpg,374,Pack of 24 Nickel/Copper Ferrules suitable for 3.2mm cable Available in bags of all hourglass or mixed 50/50 hourglass and single  ,2024-07-17T00:45:41+00:00,summary_large_image,image/jpeg,267,32.00,05e1c49a-24c9-4267-81af-51261a69a25a,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cable Ferrules – 24 Pack,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/cable-ferrules-24-pack/
Cable Tensioner Springs - 1 Pair - Australia's Top Rated Garage Door Parts Company,Cable Tensioner Springs - 1 Pair - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/cable-tensioner-springs-1-pair/,https://ausgaragedoorparts.com.au/product/cable-tensioner-springs-1-pair/,https://ausgaragedoorparts.com.au/product/cable-tensioner-springs-1-pair/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:45:41+00:00,yes,,"These springs will fit to the bottom of sectional door cables and take the slack out of the cable, useful on doors with a bottom taper to keep uneven cables taught. If you have a door with loose cables this is often a sign that the springs require re-tensioning so fitting these is not a […]",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$12.00

**These springs will fit to the bottom of sectional door cables and take the slack out of the cable, useful on doors with a bottom taper to keep uneven cables taught.**

If you have a door with loose cables this is often a sign that the springs require re-tensioning so fitting these is not a solution to that problem.

Cable Tensioner Springs - 1 Pair quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Springs.jpg,,200,,https://ausgaragedoorparts.com.au/product/cable-tensioner-springs-1-pair/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Springs.jpg,"['origin', 'origin']",Cable Tensioner Springs - 1 Pair - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Springs.jpg,392,"These springs will fit to the bottom of sectional door cables and take the slack out of the cable, useful on doors with a bottom taper to keep uneven cables taught. If you have a door with loose cables this is often a sign that the springs require re-tensioning so fitting these is not a […]",2024-07-17T00:45:41+00:00,summary_large_image,image/jpeg,388,12.00,8175c1a8-d5dc-4bcb-86d1-93b49498302b,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cable Tensioner Springs – 1 Pair,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/cable-tensioner-springs-1-pair/
Cables - Pre-Made Pair - 2450mm Long - Australia's Top Rated Garage Door Parts Company,Cables - Pre-Made Pair - 2450mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-2450mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-2450mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-2450mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:55:34+00:00,yes,,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$44.00

**These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors**

**We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths.**

Other sizes can be custom manufactured but please allow 48hrs for this service.

Cables - Pre-Made Pair - 2450mm Long quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,,200,,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-2450mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,"['origin', 'origin']",Cables - Pre-Made Pair - 2450mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,392,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",2024-07-17T00:55:34+00:00,summary_large_image,image/jpeg,388,44.00,f0324a43-3c58-48f4-ab71-855756ee9aa3,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cables – Pre-Made Pair – 2450mm Long,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-2450mm-long/
Cables - Pre-Made Pair - 3150mm Long - Australia's Top Rated Garage Door Parts Company,Cables - Pre-Made Pair - 3150mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-3150mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-3150mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-3150mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:45:42+00:00,yes,,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$44.00

**These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors**

**We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths.**

Other sizes can be custom manufactured but please allow 48hrs for this service.

Cables - Pre-Made Pair - 3150mm Long quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,,200,,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-3150mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,"['origin', 'origin']",Cables - Pre-Made Pair - 3150mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,392,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",2024-07-17T00:45:42+00:00,summary_large_image,image/jpeg,388,44.00,b72ecb33-b938-4ca8-9613-72f4abe4f119,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cables – Pre-Made Pair – 3150mm Long,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-3150mm-long/
Cables - Pre-Made Pair - 4050mm Long - Australia's Top Rated Garage Door Parts Company,Cables - Pre-Made Pair - 4050mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-4050mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-4050mm-long/,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-4050mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:47:45+00:00,yes,,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$44.00

These **are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors**

**We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths.**

Other sizes can be custom manufactured but please allow 48hrs for this service.

Cables - Pre-Made Pair - 4050mm Long quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,,200,,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-4050mm-long/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,"['origin', 'origin']",Cables - Pre-Made Pair - 4050mm Long - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Cable-Pair.jpg,392,"These are pre-made galvanised cables with a loop one end and a crimped swage on the other end so they will suit most sectional garage doors We carry a variety of pre-made pairs in 2450mm, 2650mm, 2850mm, 3150mm & 4050mm lengths. Other sizes can be custom manufactured but please allow 48hrs for this service.",2024-07-17T00:47:45+00:00,summary_large_image,image/jpeg,388,44.00,bf48aafe-728f-4eba-a96e-70bac1e367e6,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cables – Pre-Made Pair – 4050mm Long,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/cables-pre-made-pair-4050mm-long/
Carriage Assembly - Riveted Wheel - Australia's Top Rated Garage Door Parts Company,Carriage Assembly - Riveted Wheel - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/carriage-assembly-riveted-wheel/,https://ausgaragedoorparts.com.au/product/carriage-assembly-riveted-wheel/,https://ausgaragedoorparts.com.au/product/carriage-assembly-riveted-wheel/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:40:37+00:00,yes,,These wheel assembly’s attach to the door curtain sides at regular intervals to support the door and allow it to travel in the tracks.  ,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$13.00

These wheel assembly’s attach to the door curtain sides at regular intervals to support the door and allow it to travel in the tracks.

Carriage Assembly - Riveted Wheel quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Carriage-Assy-Riveted-Wheel.jpg,,200,,https://ausgaragedoorparts.com.au/product/carriage-assembly-riveted-wheel/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Carriage-Assy-Riveted-Wheel.jpg,"['origin', 'origin']",Carriage Assembly - Riveted Wheel - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Flex-A-Door-Carriage-Assy-Riveted-Wheel.jpg,437,These wheel assembly’s attach to the door curtain sides at regular intervals to support the door and allow it to travel in the tracks.  ,2024-07-17T00:40:37+00:00,summary_large_image,image/jpeg,325,13.00,e9b1c0b7-4943-4731-b301-298efb8118e1,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Carriage Assembly – Riveted Wheel,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/carriage-assembly-riveted-wheel/
Centre Bearing Bracket - B&D Panelift - Australia's Top Rated Garage Door Parts Company,Centre Bearing Bracket - B&D Panelift - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-bd-panelift/,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-bd-panelift/,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-bd-panelift/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:41:57+00:00,yes,,Centre bearing bracket used for mounting of torsion springs on B&D Panelift doors,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$35.00

Centre bearing bracket used for mounting of torsion springs on B&D Panelift doors

Centre Bearing Bracket - B&D Panelift quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bracket-BD-Panelift.jpg,,200,,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-bd-panelift/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bracket-BD-Panelift.jpg,origin,Centre Bearing Bracket - B&D Panelift - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bracket-BD-Panelift.jpg,600,Centre bearing bracket used for mounting of torsion springs on B&D Panelift doors,2024-07-17T00:41:57+00:00,summary_large_image,image/jpeg,450,35.00,e97f6e17-b636-480d-a7ab-54e0d8898cde,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Centre Bearing Bracket – B&D Panelift,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-bd-panelift/
Centre Bearing Bracket - Standard - Australia's Top Rated Garage Door Parts Company,Centre Bearing Bracket - Standard - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-standard/,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-standard/,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-standard/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-07-17T00:55:34+00:00,yes,,Standard centre bearing bracket used for mounting of torsion springs,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$33.00

Standard centre bearing bracket used for mounting of torsion springs

Centre Bearing Bracket - Standard quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bkt-Std.jpg,,200,,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-standard/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bkt-Std.jpg,"['origin', 'origin']",Centre Bearing Bracket - Standard - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centre-Bearing-Bkt-Std.jpg,600,Standard centre bearing bracket used for mounting of torsion springs,2024-07-17T00:55:34+00:00,summary_large_image,image/jpeg,450,33.00,57f68737-1c19-4069-9f79-7e16a2bfaa53,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Centre Bearing Bracket – Standard,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/centre-bearing-bracket-standard/
Centurion G4 Track Curve Bearing - Australia's Top Rated Garage Door Parts Company,Centurion G4 Track Curve Bearing - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-bearing/,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-bearing/,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-bearing/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-11-21T00:57:38+00:00,yes,,Bearing to suit the Centurion G4 track curve,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$9.00

Bearing to suit the Centurion G4 track curve

Centurion G4 Track Curve Bearing quantity",,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Bearing.jpg,,200,,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-bearing/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Bearing.jpg,"['origin', 'origin']",Centurion G4 Track Curve Bearing - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Bearing.jpg,392,Bearing to suit the Centurion G4 track curve,2024-11-21T00:57:38+00:00,summary_large_image,image/jpeg,388,9.00,f5dad427-1ebc-4577-a6d9-8990fb2bbd00,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Centurion G4 Track Curve Bearing,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-bearing/
Centurion G4 Track Curve - Low Headroom - 1 Pair - Australia's Top Rated Garage Door Parts Company,Centurion G4 Track Curve - Low Headroom - 1 Pair - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-low-headroom-1-pair/,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-low-headroom-1-pair/,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-low-headroom-1-pair/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-270x270.png,2024-05-27T03:35:57+00:00,yes,1 minute,"Centurion G4 plastic track curves Sold as a pair to suit right and left hand sides. Overall Dimensions: 385mm high x 362mm wide This is a replacement for the low headroom G4 track curve only, if you have an earlier G3 version which is identifiable by the absence of a steel bearing that holds the […]",https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/cropped-Garage-doors-icon-32x32.png,Australia's Top Rated Garage Door Parts Company,en-AU,en_US,"$120.00

Centurion G4 plastic track curves

Sold as a pair to suit right and left hand sides.

Overall Dimensions: 385mm high x 362mm wide

This is a replacement for the low headroom G4 track curve only, if you have an earlier G3 version which is identifiable by the absence of a steel bearing that holds the pole in place then you would need to purchase the G4 Track Curve Kit which comes with a bearing, ramp and longer bolts.

The G3 track curve is no longer available.

If you are converting a G3 system to a G4 system then we always recommend doing both the left and right curves for proper alignment to improve running performance.

Centurion G4 Track Curve - Low Headroom - 1 Pair quantity",Est. reading time,6VYGh13YU-6v5hprJxBb-ZQMzuWfZP4f-L4PteSsjgE,en_US,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Pair.jpg,,200,,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-low-headroom-1-pair/,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Pair.jpg,"['origin', 'origin']",Centurion G4 Track Curve - Low Headroom - 1 Pair - Australia's Top Rated Garage Door Parts Company,https://ausgaragedoorparts.com.au/wp-content/uploads/2024/05/Centurion-Curve-Pair.jpg,300,"Centurion G4 plastic track curves Sold as a pair to suit right and left hand sides. Overall Dimensions: 385mm high x 362mm wide This is a replacement for the low headroom G4 track curve only, if you have an earlier G3 version which is identifiable by the absence of a steel bearing that holds the […]",2024-05-27T03:35:57+00:00,summary_large_image,image/jpeg,300,120.00,b81eef80-f836-436d-ab07-f663d4fbed27,"['width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0', 'width=device-width,initial-scale=1', 'width=device-width, initial-scale=1', 'initial-scale=1,minimum-scale=1,maximum-scale=1,user-scalable=no']",article,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Centurion G4 Track Curve – Low Headroom – 1 Pair,Divi v.4.22.2,Australia's Top Rated Garage Door Parts Company,basic,https://ausgaragedoorparts.com.au/product/centurion-g4-track-curve-low-headroom-1-pair/
